"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","MORT-30-AMI Achievement Threshold","MORT-30-AMI Benchmark","MORT-30-AMI Baseline Rate","MORT-30-AMI Performance Rate","MORT-30-AMI Achievement Points","MORT-30-AMI Improvement Points","MORT-30-AMI Measure Score","MORT-30-COPD Achievement Threshold","MORT-30-COPD Benchmark","MORT-30-COPD Baseline Rate","MORT-30-COPD Performance Rate","MORT-30-COPD Achievement Points","MORT-30-COPD Improvement Points","MORT-30-COPD Measure Score","MORT-30-HF Achievement Threshold","MORT-30-HF Benchmark","MORT-30-HF Baseline Rate","MORT-30-HF Performance Rate","MORT-30-HF Achievement Points","MORT-30-HF Improvement Points","MORT-30-HF Measure Score","MORT-30-PN Achievement Threshold","MORT-30-PN Benchmark","MORT-30-PN Baseline Rate","MORT-30-PN Performance Rate","MORT-30-PN Achievement Points","MORT-30-PN Improvement Points","MORT-30-PN Measure Score","COMP-HIP-KNEE Achievement Threshold","COMP-HIP-KNEE Benchmark","COMP-HIP-KNEE Baseline Rate","COMP-HIP-KNEE Performance Rate","COMP-HIP-KNEE Achievement Points","COMP-HIP-KNEE Improvement Points","COMP-HIP-KNEE Measure Score"
"2021","100109",ADVENTHEALTH SEBRING,"4200 SUN N LAKE BLVD",SEBRING,FL,"33871",Highlands,"0.860355","0.879714","0.884407","0.887821","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.925948","0.912766","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.904384","0.880215","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.827921","0.847414","3 out of 10","4 out of 9","4 out of 10","0.031157","0.022418","0.023285","0.019915","10 out of 10","9 out of 9","10 out of 10"
"2021","100110",OSCEOLA REGIONAL MEDICAL CENTER,"700 WEST OAK STREET",KISSIMMEE,FL,"34741",Osceola,"0.860355","0.879714","0.868448","0.874885","7 out of 10","5 out of 9","7 out of 10","0.923253","0.938664","0.925040","0.918672","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.885059","0.879642","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.829150","0.830456","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.037201","0.024841","7 out of 10","8 out of 9","8 out of 10"
"2021","100113",UF HEALTH SHANDS HOSPITAL,"1600 SW ARCHER RD",GAINESVILLE,FL,"32610",Alachua,"0.860355","0.879714","0.839086","0.873324","7 out of 10","8 out of 9","8 out of 10","0.923253","0.938664","0.942492","0.927131","3 out of 10","0 out of 9","3 out of 10","0.883803","0.906144","0.895397","0.890010","3 out of 10","0 out of 9","3 out of 10","0.836122","0.870506","0.863304","0.871489","10 out of 10","9 out of 9","10 out of 10","0.031157","0.022418","0.033976","0.019650","10 out of 10","9 out of 9","10 out of 10"
"2021","100117",BAPTIST MEDICAL CENTER - BEACHES,"1350 13TH AVE S",JACKSONVILLE BEACH,FL,"32250",Duval,"0.860355","0.879714","0.838236","0.880069","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.920180","0.912494","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.874879","0.914938","10 out of 10","9 out of 9","10 out of 10","0.836122","0.870506","0.845236","0.879972","10 out of 10","9 out of 9","10 out of 10","0.031157","0.022418","0.026908","0.013770","10 out of 10","9 out of 9","10 out of 10"
"2021","100118",ADVENTHEALTH PALM COAST,"60 MEMORIAL MEDICAL PKWY",PALM COAST,FL,"32164",Flagler,"0.860355","0.879714","0.854680","0.876980","8 out of 10","8 out of 9","8 out of 10","0.923253","0.938664","0.921466","0.912609","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.863191","0.881252","0 out of 10","4 out of 9","4 out of 10","0.836122","0.870506","0.784714","0.861562","7 out of 10","8 out of 9","8 out of 10","0.031157","0.022418","0.025412","0.031070","1 out of 10","0 out of 9","1 out of 10"
"2021","100121",BARTOW REGIONAL MEDICAL CENTER,"2200 OSPREY BLVD",BARTOW,FL,"33831",Polk,"0.860355","0.879714",Not Available,"0.888974","10 out of 10",Not Available,"10 out of 10","0.923253","0.938664","0.932125","0.914993","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.883781","0.899525","7 out of 10","7 out of 9","7 out of 10","0.836122","0.870506","0.860026","0.854597","5 out of 10","0 out of 9","5 out of 10","0.031157","0.022418","0.032355","0.022464","9 out of 10","9 out of 9","9 out of 10"
"2021","100122",NORTH OKALOOSA MEDICAL CENTER,"151 REDSTONE AVE SE",CRESTVIEW,FL,"32539",Okaloosa,"0.860355","0.879714","0.869094","0.868643","4 out of 10","0 out of 9","4 out of 10","0.923253","0.938664","0.924424","0.929733","4 out of 10","3 out of 9","4 out of 10","0.883803","0.906144","0.883854","0.892755","4 out of 10","3 out of 9","4 out of 10","0.836122","0.870506","0.844439","0.851356","4 out of 10","2 out of 9","4 out of 10","0.031157","0.022418",Not Available,"0.029735","2 out of 10",Not Available,"2 out of 10"
"2021","100124",SANTA ROSA MEDICAL CENTER,"6002 BERRYHILL RD",MILTON,FL,"32570",Santa Rosa,"0.860355","0.879714","0.856337","0.872751","6 out of 10","7 out of 9","7 out of 10","0.923253","0.938664","0.942373","0.921322","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.881474","0.892261","4 out of 10","4 out of 9","4 out of 10","0.836122","0.870506","0.846430","0.844982","3 out of 10","0 out of 9","3 out of 10","0.031157","0.022418","0.030584","0.026425","5 out of 10","5 out of 9","5 out of 10"
"2021","100125",HOMESTEAD HOSPITAL,"975 BAPTIST WAY",HOMESTEAD,FL,"33033",Miami-Dade,"0.860355","0.879714","0.831869","0.867171","4 out of 10","7 out of 9","7 out of 10","0.923253","0.938664","0.918282","0.908082","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.888144","0.883485","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.828108","0.864742","8 out of 10","8 out of 9","8 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","100126",PALMS OF PASADENA HOSPITAL,"1501 PASADENA AVE S",SAINT PETERSBURG,FL,"33707",Pinellas,"0.860355","0.879714","0.863335","0.859186","0 out of 10","0 out of 9","0 out of 10","0.923253","0.938664","0.940117","0.929145","4 out of 10","0 out of 9","4 out of 10","0.883803","0.906144","0.869672","0.887568","2 out of 10","4 out of 9","4 out of 10","0.836122","0.870506","0.825956","0.855354","6 out of 10","6 out of 9","6 out of 10","0.031157","0.022418","0.031034","0.023602","8 out of 10","8 out of 9","8 out of 10"
"2021","100127",MORTON PLANT HOSPITAL,"300 PINELLAS ST",CLEARWATER,FL,"33756",Pinellas,"0.860355","0.879714","0.866799","0.880624","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.920040","0.901408","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.871881","0.872230","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.814880","0.843964","3 out of 10","5 out of 9","5 out of 10","0.031157","0.022418","0.031653","0.018903","10 out of 10","9 out of 9","10 out of 10"
"2021","100131",AVENTURA HOSPITAL AND MEDICAL CENTER,"20900 BISCAYNE BLVD",AVENTURA,FL,"33180",Miami-Dade,"0.860355","0.879714","0.879180","0.874651","7 out of 10","0 out of 9","7 out of 10","0.923253","0.938664","0.938878","0.939962","10 out of 10","9 out of 9","10 out of 10","0.883803","0.906144","0.890356","0.901854","8 out of 10","7 out of 9","8 out of 10","0.836122","0.870506","0.863235","0.879123","10 out of 10","9 out of 9","10 out of 10","0.031157","0.022418","0.032332","0.024830","7 out of 10","7 out of 9","7 out of 10"
"2021","100132",SOUTH FLORIDA BAPTIST HOSPITAL,"301 N ALEXANDER ST",PLANT CITY,FL,"33563",Hillsborough,"0.860355","0.879714","0.872615","0.874294","7 out of 10","2 out of 9","7 out of 10","0.923253","0.938664","0.916332","0.920992","0 out of 10","2 out of 9","2 out of 10","0.883803","0.906144","0.866396","0.873357","0 out of 10","1 out of 9","1 out of 10","0.836122","0.870506","0.840126","0.818876","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.028483","0.028196","4 out of 10","0 out of 9","4 out of 10"
"2021","100135",TALLAHASSEE MEMORIAL HOSPITAL,"1300 MICCOSUKEE RD",TALLAHASSEE,FL,"32308",Leon,"0.860355","0.879714","0.835321","0.843375","0 out of 10","1 out of 9","1 out of 10","0.923253","0.938664","0.919321","0.909470","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.869920","0.895044","5 out of 10","6 out of 9","6 out of 10","0.836122","0.870506","0.810190","0.781037","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.033789","0.021497","10 out of 10","9 out of 9","10 out of 10"
"2021","100137",ADVENTHEALTH HEART OF FLORIDA,"40100 HWY 27",DAVENPORT,FL,"33837",Polk,"0.860355","0.879714","0.856854","0.878884","9 out of 10","9 out of 9","9 out of 10","0.923253","0.938664","0.928608","0.913128","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.902824","0.887661","2 out of 10","0 out of 9","2 out of 10","0.836122","0.870506","0.836771","0.835842","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.019672","0.028991","3 out of 10","0 out of 9","3 out of 10"
"2021","100140",BAPTIST MEDICAL CENTER - NASSAU,"1250 S 18TH ST",FERNANDINA BEACH,FL,"32034",Nassau,"0.860355","0.879714","0.852366",Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.928453","0.901242","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.873609","0.888851","3 out of 10","4 out of 9","4 out of 10","0.836122","0.870506","0.820947","0.830539","0 out of 10","1 out of 9","1 out of 10","0.031157","0.022418",Not Available,"0.023765","8 out of 10",Not Available,"8 out of 10"
"2021","100142",JACKSON HOSPITAL,"4250 HOSPITAL DR",MARIANNA,FL,"32446",Jackson,"0.860355","0.879714","0.861389","0.877599","9 out of 10","8 out of 9","9 out of 10","0.923253","0.938664","0.919358","0.918050","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.882008","0.890634","3 out of 10","3 out of 9","3 out of 10","0.836122","0.870506","0.826989","0.822983","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.030669","0.028079","4 out of 10","3 out of 9","4 out of 10"
"2021","100150",LOWER KEYS MEDICAL CENTER,"5900 COLLEGE ROAD",KEY WEST,FL,"33040",Monroe,"0.860355","0.879714","0.865576","0.877792","9 out of 10","8 out of 9","9 out of 10","0.923253","0.938664","0.930567","0.909821","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.876931","0.866279","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.848399","0.840253","2 out of 10","0 out of 9","2 out of 10","0.031157","0.022418","0.036877","0.020887","10 out of 10","9 out of 9","10 out of 10"
"2021","100151",MAYO CLINIC,"4500 SAN PABLO RD",JACKSONVILLE,FL,"32224",Duval,"0.860355","0.879714","0.868950","0.886709","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.920780","0.917542","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.897503","0.887854","2 out of 10","0 out of 9","2 out of 10","0.836122","0.870506","0.872940","0.860345","7 out of 10","0 out of 9","7 out of 10","0.031157","0.022418","0.025083","0.019492","10 out of 10","9 out of 9","10 out of 10"
"2021","100154",SOUTH MIAMI HOSPITAL,"6200 SW 73RD ST",SOUTH MIAMI,FL,"33143",Miami-Dade,"0.860355","0.879714","0.857379","0.866998","4 out of 10","4 out of 9","4 out of 10","0.923253","0.938664","0.920595","0.907382","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.878008","0.878022","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.866538","0.857167","6 out of 10","0 out of 9","6 out of 10","0.031157","0.022418","0.023718","0.020846","10 out of 10","9 out of 9","10 out of 10"
"2021","100156",LAKE CITY MEDICAL CENTER,"340 NW COMMERCE DR",LAKE CITY,FL,"32055",Columbia,"0.860355","0.879714","0.866357","0.888738","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.920897","0.922683","0 out of 10","1 out of 9","1 out of 10","0.883803","0.906144","0.893122","0.879242","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.862870","0.854808","5 out of 10","0 out of 9","5 out of 10","0.031157","0.022418","0.035235","0.022925","9 out of 10","9 out of 9","9 out of 10"
"2021","100157",LAKELAND REGIONAL MEDICAL CENTER,"1324 LAKELAND HILLS BLVD",LAKELAND,FL,"33805",Polk,"0.860355","0.879714","0.841932","0.865929","3 out of 10","6 out of 9","6 out of 10","0.923253","0.938664","0.919046","0.904163","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.881538","0.889139","3 out of 10","3 out of 9","3 out of 10","0.836122","0.870506","0.813324","0.814513","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.035477","0.037448","0 out of 10","0 out of 9","0 out of 10"
"2021","100161",CENTRAL FLORIDA REGIONAL HOSPITAL,"1401 W SEMINOLE BLVD",SANFORD,FL,"32771",Seminole,"0.860355","0.879714","0.859049","0.891984","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.924512","0.911534","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.890858","0.912768","10 out of 10","9 out of 9","10 out of 10","0.836122","0.870506","0.824294","0.860735","7 out of 10","7 out of 9","7 out of 10","0.031157","0.022418","0.027886","0.028029","4 out of 10","0 out of 9","4 out of 10"
"2021","100166",DOCTORS HOSPITAL OF SARASOTA,"5731 BEE RIDGE RD",SARASOTA,FL,"34233",Sarasota,"0.860355","0.879714","0.858308","0.872154","6 out of 10","6 out of 9","6 out of 10","0.923253","0.938664","0.897801","0.920466","0 out of 10","5 out of 9","5 out of 10","0.883803","0.906144","0.868481","0.894376","5 out of 10","6 out of 9","6 out of 10","0.836122","0.870506","0.840522","0.829633","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.026277","0.017161","10 out of 10","9 out of 9","10 out of 10"
"2021","100167",PLANTATION GENERAL HOSPITAL,"401 NW 42ND AVE",PLANTATION,FL,"33317",Broward,"0.860355","0.879714","0.873706","0.864800","3 out of 10","0 out of 9","3 out of 10","0.923253","0.938664","0.942613","0.933357","6 out of 10","0 out of 9","6 out of 10","0.883803","0.906144","0.882651","0.896618","6 out of 10","5 out of 9","6 out of 10","0.836122","0.870506","0.870431","0.883517","10 out of 10","9 out of 9","10 out of 10","0.031157","0.022418","0.021570","0.027159","5 out of 10","0 out of 9","5 out of 10"
"2021","100168",BOCA RATON REGIONAL HOSPITAL,"800 MEADOWS RD",BOCA RATON,FL,"33486",Palm Beach,"0.860355","0.879714","0.853529","0.873843","7 out of 10","7 out of 9","7 out of 10","0.923253","0.938664","0.925922","0.912657","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.880585","0.881656","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.838631","0.856184","6 out of 10","5 out of 9","6 out of 10","0.031157","0.022418","0.028853","0.037664","0 out of 10","0 out of 9","0 out of 10"
"2021","100173",ADVENTHEALTH TAMPA,"3100 E FLETCHER AVE",TAMPA,FL,"33613",Hillsborough,"0.860355","0.879714","0.841788","0.866571","3 out of 10","6 out of 9","6 out of 10","0.923253","0.938664","0.908625","0.892062","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.873586","0.892433","4 out of 10","5 out of 9","5 out of 10","0.836122","0.870506","0.815936","0.842362","2 out of 10","4 out of 9","4 out of 10","0.031157","0.022418","0.023466","0.027215","5 out of 10","0 out of 9","5 out of 10"
"2021","100175",DESOTO MEMORIAL HOSPITAL,"900 N ROBERT AVE",ARCADIA,FL,"34265",DeSoto,"0.860355","0.879714","0.857239",Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.930632","0.908882","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.885776","0.891536","4 out of 10","2 out of 9","4 out of 10","0.836122","0.870506","0.835928","0.867532","9 out of 10","9 out of 9","9 out of 10","0.031157","0.022418",Not Available,"0.028630","3 out of 10",Not Available,"3 out of 10"
"2021","100176",PALM BEACH GARDENS MEDICAL CENTER,"3360 BURNS RD",PALM BEACH GARDENS,FL,"33410",Palm Beach,"0.860355","0.879714","0.859347","0.889876","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.939619","0.906692","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.913158","0.891643","4 out of 10","0 out of 9","4 out of 10","0.836122","0.870506","0.848475","0.848840","4 out of 10","0 out of 9","4 out of 10","0.031157","0.022418","0.029611","0.026321","5 out of 10","4 out of 9","5 out of 10"
"2021","100177",CAPE CANAVERAL HOSPITAL,"701 W COCOA BEACH CAUSEWAY",COCOA BEACH,FL,"32932",Brevard,"0.860355","0.879714","0.863044","0.870398","5 out of 10","4 out of 9","5 out of 10","0.923253","0.938664","0.907407","0.906440","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.869509","0.893814","5 out of 10","6 out of 9","6 out of 10","0.836122","0.870506","0.846993","0.861329","7 out of 10","6 out of 9","7 out of 10","0.031157","0.022418","0.030481","0.023594","8 out of 10","8 out of 9","8 out of 10"
"2021","100179",MEMORIAL HOSPITAL JACKSONVILLE,"3625 UNIVERSITY BLVD S",JACKSONVILLE,FL,"32216",Duval,"0.860355","0.879714","0.847744","0.836138","0 out of 10","0 out of 9","0 out of 10","0.923253","0.938664","0.922511","0.908436","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.899596","0.875007","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.865801","0.848677","4 out of 10","0 out of 9","4 out of 10","0.031157","0.022418","0.047438","0.029921","2 out of 10","7 out of 9","7 out of 10"
"2021","100180",ST PETERSBURG GENERAL HOSPITAL,"6500 38TH AVE N",SAINT PETERSBURG,FL,"33710",Pinellas,"0.860355","0.879714","0.856334",Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.926350","0.921777","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.891644","0.902894","8 out of 10","7 out of 9","8 out of 10","0.836122","0.870506","0.820513","0.850941","4 out of 10","6 out of 9","6 out of 10","0.031157","0.022418","0.031218",Not Available,Not Available,Not Available,Not Available
"2021","100181",LARKIN COMMUNITY HOSPITAL,"7031 SW 62ND AVE",SOUTH MIAMI,FL,"33143",Miami-Dade,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.920714",Not Available,Not Available,Not Available,Not Available,"0.883803","0.906144","0.875401",Not Available,Not Available,Not Available,Not Available,"0.836122","0.870506","0.875213","0.850518","4 out of 10","0 out of 9","4 out of 10","0.031157","0.022418","0.027953","0.021981","10 out of 10","9 out of 9","10 out of 10"
"2021","100183",CORAL GABLES HOSPITAL,"3100 DOUGLAS RD",CORAL GABLES,FL,"33134",Miami-Dade,"0.860355","0.879714","0.867479","0.877638","9 out of 10","8 out of 9","9 out of 10","0.923253","0.938664","0.936230","0.935003","7 out of 10","0 out of 9","7 out of 10","0.883803","0.906144","0.880523","0.902524","8 out of 10","8 out of 9","8 out of 10","0.836122","0.870506","0.850182","0.882848","10 out of 10","9 out of 9","10 out of 10","0.031157","0.022418","0.030560","0.022053","10 out of 10","9 out of 9","10 out of 10"
"2021","100187",PALMETTO GENERAL HOSPITAL,"2001 W 68TH ST",HIALEAH,FL,"33016",Miami-Dade,"0.860355","0.879714","0.850563","0.867058","4 out of 10","5 out of 9","5 out of 10","0.923253","0.938664","0.909415","0.914869","0 out of 10","1 out of 9","1 out of 10","0.883803","0.906144","0.905686","0.898939","7 out of 10","0 out of 9","7 out of 10","0.836122","0.870506","0.839904","0.841874","2 out of 10","0 out of 9","2 out of 10","0.031157","0.022418","0.024680","0.022944","9 out of 10","7 out of 9","9 out of 10"
"2021","100189",NORTHWEST MEDICAL CENTER,"2801 N STATE RD 7",MARGATE,FL,"33063",Broward,"0.860355","0.879714","0.866662","0.870903","5 out of 10","3 out of 9","5 out of 10","0.923253","0.938664","0.923444","0.920005","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.879032","0.885139","1 out of 10","2 out of 9","2 out of 10","0.836122","0.870506","0.849747","0.849804","4 out of 10","0 out of 9","4 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","100191",MEDICAL CENTER OF TRINITY,"9330 SR 54, STE 401",TRINITY,FL,"34655",Pasco,"0.860355","0.879714","0.860597","0.887453","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.914159","0.888329","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.876335","0.874987","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.809360","0.838790","1 out of 10","4 out of 9","4 out of 10","0.031157","0.022418","0.025091","0.023772","8 out of 10","4 out of 9","8 out of 10"
"2021","100200",BROWARD HEALTH IMPERIAL POINT,"6401 N FEDERAL HWY",FORT LAUDERDALE,FL,"33308",Broward,"0.860355","0.879714","0.853389",Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.930144","0.925287","2 out of 10","0 out of 9","2 out of 10","0.883803","0.906144","0.887272","0.882026","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.834993","0.865296","8 out of 10","8 out of 9","8 out of 10","0.031157","0.022418","0.029319","0.021063","10 out of 10","9 out of 9","10 out of 10"
"2021","100204",NORTH FLORIDA REGIONAL MEDICAL CENTER,"6500 NEWBERRY RD",GAINESVILLE,FL,"32605",Alachua,"0.860355","0.879714","0.862523","0.865883","3 out of 10","1 out of 9","3 out of 10","0.923253","0.938664","0.925146","0.929618","4 out of 10","3 out of 9","4 out of 10","0.883803","0.906144","0.890018","0.874781","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.855205","0.844301","3 out of 10","0 out of 9","3 out of 10","0.031157","0.022418","0.025206","0.018261","10 out of 10","9 out of 9","10 out of 10"
"2021","100206",MEMORIAL HOSPITAL OF TAMPA,"2901 W SWANN AVE",TAMPA,FL,"33609",Hillsborough,"0.860355","0.879714",Not Available,"0.879368","9 out of 10",Not Available,"9 out of 10","0.923253","0.938664","0.923432","0.915956","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.897174","0.909986","10 out of 10","9 out of 9","10 out of 10","0.836122","0.870506","0.838901","0.851611","5 out of 10","4 out of 9","5 out of 10","0.031157","0.022418","0.027518","0.027682","4 out of 10","0 out of 9","4 out of 10"
"2021","100209",KENDALL REGIONAL MEDICAL CENTER,"11750 BIRD RD",MIAMI,FL,"33175",Miami-Dade,"0.860355","0.879714","0.850555","0.879736","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.919191","0.930752","5 out of 10","5 out of 9","5 out of 10","0.883803","0.906144","0.896922","0.908324","10 out of 10","9 out of 9","10 out of 10","0.836122","0.870506","0.844383","0.863977","8 out of 10","7 out of 9","8 out of 10","0.031157","0.022418","0.041337","0.025470","6 out of 10","8 out of 9","8 out of 10"
"2021","100211",ADVENTHEALTH DADE CITY,"13100 FT KING RD",DADE CITY,FL,"33525",Pasco,"0.860355","0.879714","0.863851","0.879399","9 out of 10","9 out of 9","9 out of 10","0.923253","0.938664","0.925097","0.900836","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.872712","0.868274","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.795386","0.833763","0 out of 10","5 out of 9","5 out of 10","0.031157","0.022418","0.030743",Not Available,Not Available,Not Available,Not Available
"2021","100212",OCALA REGIONAL MEDICAL CENTER,"1431 SW 1ST AVE",OCALA,FL,"34478",Marion,"0.860355","0.879714","0.854692","0.852205","0 out of 10","0 out of 9","0 out of 10","0.923253","0.938664","0.912110","0.893909","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.881029","0.852169","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.803106","0.799182","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.018009","0.016541","10 out of 10","9 out of 9","10 out of 10"
"2021","100213",BLAKE MEDICAL CENTER,"2020 59TH ST W",BRADENTON,FL,"34209",Manatee,"0.860355","0.879714","0.855113","0.855708","0 out of 10","0 out of 9","0 out of 10","0.923253","0.938664","0.921023","0.910280","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.871736","0.852468","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.795799","0.830480","0 out of 10","4 out of 9","4 out of 10","0.031157","0.022418","0.025821","0.012752","10 out of 10","9 out of 9","10 out of 10"
"2021","100217",STEWARD SEBASTIAN RIVER MEDICAL CENTER,"13695 US HWY 1",SEBASTIAN,FL,"32978",Indian River,"0.860355","0.879714","0.859671","0.853279","0 out of 10","0 out of 9","0 out of 10","0.923253","0.938664","0.911134","0.921961","0 out of 10","3 out of 9","3 out of 10","0.883803","0.906144","0.888216","0.866754","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.876816","0.857954","6 out of 10","0 out of 9","6 out of 10","0.031157","0.022418","0.043856","0.026071","6 out of 10","8 out of 9","8 out of 10"
"2021","100220",GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,"13681 DOCTORS WAY",FORT MYERS,FL,"33912",Lee,"0.860355","0.879714","0.850154","0.889863","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.933425","0.931627","5 out of 10","0 out of 9","5 out of 10","0.883803","0.906144","0.892008","0.879887","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.837109","0.870698","10 out of 10","9 out of 9","10 out of 10","0.031157","0.022418","0.036961","0.016940","10 out of 10","9 out of 9","10 out of 10"
"2021","100223",FORT WALTON BEACH MEDICAL CENTER,"1000 MAR-WALT DR",FORT WALTON BEACH,FL,"32547",Okaloosa,"0.860355","0.879714","0.861361","0.889762","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.932163","0.895707","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.876777","0.880752","0 out of 10","1 out of 9","1 out of 10","0.836122","0.870506","0.819355","0.833326","0 out of 10","2 out of 9","2 out of 10","0.031157","0.022418","0.031974","0.023878","8 out of 10","8 out of 9","8 out of 10"
"2021","100224",UNIVERSITY HOSPITAL AND MEDICAL CENTER,"7201 N UNIVERSITY DR",TAMARAC,FL,"33321",Broward,"0.860355","0.879714","0.872798","0.876385","8 out of 10","5 out of 9","8 out of 10","0.923253","0.938664","0.917052","0.917241","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.896284","0.890476","3 out of 10","0 out of 9","3 out of 10","0.836122","0.870506","0.826795","0.820693","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.034068","0.030498","1 out of 10","3 out of 9","3 out of 10"
"2021","100226",ORANGE PARK MEDICAL CENTER,"2001 KINGSLEY AVE",ORANGE PARK,FL,"32073",Clay,"0.860355","0.879714","0.848413","0.863063","2 out of 10","4 out of 9","4 out of 10","0.923253","0.938664","0.927044","0.928460","4 out of 10","1 out of 9","4 out of 10","0.883803","0.906144","0.886268","0.888397","2 out of 10","1 out of 9","2 out of 10","0.836122","0.870506","0.825084","0.838420","1 out of 10","2 out of 9","2 out of 10","0.031157","0.022418","0.046245","0.021584","10 out of 10","9 out of 9","10 out of 10"
